cat_url,product_url,category,side_bar_item,side_bar_url
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-torpedo-watermelon-0218396000003,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-kinnaree-watermelon-0218962000000,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-organic-hom-banana-pack-8853474033942,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/gi-my-choice-tradsithong-pineapple-0000020422967,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-pansithong-guava-0219873000004,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-premium-golden-pear-0216192000005,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-khakdam-papaya-0218539000006,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-japanese-premium-melon-0218219000005,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-premium-dates-500g-0000044224066,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-premium-dates-0214442000003,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-green-apple-l-4pcs-8853474071371,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-japanese-premium-orange-melon-0218158000005,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-red-apple-l-4pcs-8853474072392,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-gala-apple-l-4pcs-8853474071340,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/red-seedless-grape-pack-500g-0000048535564,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-salee-guava-0218527000001,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-cos-lettuce-0000034417027,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-enoki-mushroom-200g-0000036431021,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
https://www.tops.co.th/en/campaign/only-at-tops/fruit-and-vegetables,https://www.tops.co.th/en/my-choice-onion-500g-8853474019359,Fruits & Vegetables,Only At Tops,https://www.tops.co.th/en/campaign/only-at-tops.html
